query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10
"SELECT * FROM tb39 WHERE longitude = 101;","SELECT name, MAX(country) FROM tb23 GROUP BY {column1};","SELECT name, SUM(latitude) FROM tb10 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(longitude) FROM tb5 WHERE {column} > 664;","SELECT AVG(longitude) FROM tb19 WHERE {column} > 684;","SELECT age, latitude FROM tb6 WHERE {column1} > 350 AND {column2} < {value};","SELECT name, MAX(age) FROM tb46 GROUP BY {column1};","SELECT AVG(country) FROM tb45 WHERE {column} > 410;","SELECT longitude, COUNT(*) FROM tb22 GROUP BY {column1} HAVING COUNT(*) > 188;","SELECT AVG(age) FROM tb30 WHERE {column} > 342;"
"SELECT * FROM tb39 WHERE age = 114;","SELECT longitude, country FROM tb34 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, SUM(age) FROM tb7 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb19 GROUP BY {column1} HAVING COUNT(*) > 658;","SELECT COUNT(*) FROM tb11 WHERE country = 967;","SELECT country, COUNT(*) FROM tb26 GROUP BY {column1} HAVING COUNT(*) > 268;","SELECT AVG(latitude) FROM tb24 WHERE {column} > 440;","SELECT age, country FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, SUM(name) FROM tb40 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, country FROM tb5 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT latitude, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 996;","SELECT COUNT(*) FROM tb2 WHERE country = 530;","SELECT latitude, MAX(latitude) FROM tb47 GROUP BY {column1};","SELECT AVG(latitude) FROM tb4 WHERE {column} > 883;","SELECT longitude, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 43;","SELECT longitude, age FROM tb13 WHERE {column1} > 126 AND {column2} < {value};","SELECT COUNT(*) FROM tb37 WHERE longitude = 958;","SELECT AVG(name) FROM tb34 WHERE {column} > 431;","SELECT age, longitude FROM tb44 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, MAX(name) FROM tb8 GROUP BY {column1};"
"SELECT age, COUNT(*) FROM tb16 GROUP BY {column1} HAVING COUNT(*) > 248;","SELECT age, COUNT(*) FROM tb22 GROUP BY {column1} HAVING COUNT(*) > 716;","SELECT name, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 279;","SELECT age, MAX(name) FROM tb16 GROUP BY {column1};","SELECT COUNT(*) FROM tb46 WHERE country = 16;","SELECT * FROM tb46 WHERE latitude = 632;","SELECT name, SUM(name) FROM tb7 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, latitude FROM tb13 WHERE {column1} > 860 AND {column2} < {value};","SELECT AVG(latitude) FROM tb33 WHERE {column} > 303;","SELECT AVG(latitude) FROM tb9 WHERE {column} > 447;"
"SELECT name, SUM(name) FROM tb36 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, MAX(country) FROM tb14 GROUP BY {column1};","SELECT longitude, MAX(name) FROM tb48 GROUP BY {column1};","SELECT longitude, SUM(latitude) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, country FROM tb26 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, SUM(name) FROM tb32 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb10 WHERE country = 927;","SELECT name, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 878;","SELECT * FROM tb29 WHERE latitude = 981;","SELECT latitude, COUNT(*) FROM tb26 GROUP BY {column1} HAVING COUNT(*) > 869;"
"SELECT longitude, MAX(name) FROM tb17 GROUP BY {column1};","SELECT COUNT(*) FROM tb34 WHERE longitude = 438;","SELECT * FROM tb47 WHERE latitude = 8;","SELECT name, COUNT(*) FROM tb11 GROUP BY {column1} HAVING COUNT(*) > 373;","SELECT name, MAX(latitude) FROM tb9 GROUP BY {column1};","SELECT age, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 439;","SELECT age, age FROM tb26 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(country) FROM tb12 WHERE {column} > 214;","SELECT AVG(name) FROM tb45 WHERE {column} > 209;","SELECT country, age FROM tb32 WHERE {column1} > 688 AND {column2} < {value};"
"SELECT COUNT(*) FROM tb50 WHERE latitude = 654;","SELECT latitude, country FROM tb18 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(age) FROM tb1 GROUP BY {column1};","SELECT latitude, country FROM tb43 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, name FROM tb14 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb28 WHERE latitude = 332;","SELECT longitude, name FROM tb23 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(age) FROM tb44 WHERE {column} > 123;","SELECT latitude, latitude FROM tb40 WHERE {column1} > 285 AND {column2} < {value};","SELECT latitude, COUNT(*) FROM tb28 GROUP BY {column1} HAVING COUNT(*) > 360;"
"SELECT country, age FROM tb44 WHERE {column1} > 576 AND {column2} < {value};","SELECT latitude, country FROM tb45 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, SUM(country) FROM tb10 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, SUM(country) FROM tb11 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 540;","SELECT latitude, MAX(latitude) FROM tb38 GROUP BY {column1};","SELECT longitude, MAX(country) FROM tb35 GROUP BY {column1};","SELECT longitude, COUNT(*) FROM tb49 GROUP BY {column1} HAVING COUNT(*) > 231;","SELECT AVG(age) FROM tb17 WHERE {column} > 633;","SELECT AVG(age) FROM tb47 WHERE {column} > 341;"
"SELECT country, age FROM tb40 WHERE {column1} > 430 AND {column2} < {value};","SELECT * FROM tb7 WHERE name = 720;","SELECT country, COUNT(*) FROM tb10 GROUP BY {column1} HAVING COUNT(*) > 368;","SELECT country, SUM(age) FROM tb19 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, latitude FROM tb36 WHERE {column1} > 682 AND {column2} < {value};","SELECT name, longitude FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb29 WHERE country = 203;","SELECT longitude, COUNT(*) FROM tb15 GROUP BY {column1} HAVING COUNT(*) > 231;","SELECT country, country FROM tb43 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb6 WHERE country = 522;"
"SELECT country, name FROM tb1 WHERE {column1} > 422 AND {column2} < {value};","SELECT age, SUM(name) FROM tb11 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb3 WHERE age = 491;","SELECT latitude, age FROM tb22 WHERE {column1} > 575 AND {column2} < {value};","SELECT latitude, age FROM tb44 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb26 WHERE latitude = 879;","SELECT longitude, MAX(country) FROM tb42 GROUP BY {column1};","SELECT AVG(name) FROM tb4 WHERE {column} > 800;","SELECT * FROM tb42 WHERE longitude = 442;","SELECT country, latitude FROM tb49 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT COUNT(*) FROM tb45 WHERE longitude = 882;","SELECT * FROM tb26 WHERE country = 799;","SELECT AVG(country) FROM tb11 WHERE {column} > 306;","SELECT age, COUNT(*) FROM tb24 GROUP BY {column1} HAVING COUNT(*) > 958;","SELECT COUNT(*) FROM tb50 WHERE country = 315;","SELECT name, MAX(country) FROM tb15 GROUP BY {column1};","SELECT longitude, longitude FROM tb15 WHERE {column1} > 447 AND {column2} < {value};","SELECT latitude, latitude FROM tb43 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, latitude FROM tb13 WHERE {column1} > 119 AND {column2} < {value};","SELECT COUNT(*) FROM tb48 WHERE latitude = 360;"
"SELECT longitude, SUM(country) FROM tb24 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb40 WHERE longitude = 719;","SELECT country, country FROM tb43 WHERE {column1} > 102 AND {column2} < {value};","SELECT longitude, COUNT(*) FROM tb19 GROUP BY {column1} HAVING COUNT(*) > 683;","SELECT COUNT(*) FROM tb16 WHERE age = 165;","SELECT COUNT(*) FROM tb44 WHERE latitude = 58;","SELECT AVG(age) FROM tb15 WHERE {column} > 235;","SELECT name, COUNT(*) FROM tb48 GROUP BY {column1} HAVING COUNT(*) > 6;","SELECT age, latitude FROM tb31 WHERE {column1} > 478 AND {column2} < {value};","SELECT AVG(name) FROM tb18 WHERE {column} > 763;"
"SELECT AVG(name) FROM tb26 WHERE {column} > 758;","SELECT longitude, latitude FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, age FROM tb12 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(country) FROM tb20 WHERE {column} > 421;","SELECT COUNT(*) FROM tb22 WHERE age = 391;","SELECT country, latitude FROM tb7 WHERE {column1} > 578 AND {column2} < {value};","SELECT * FROM tb35 WHERE latitude = 983;","SELECT name, SUM(latitude) FROM tb12 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 323;","SELECT * FROM tb30 WHERE age = 521;"
"SELECT COUNT(*) FROM tb29 WHERE latitude = 233;","SELECT name, MAX(latitude) FROM tb2 GROUP BY {column1};","SELECT COUNT(*) FROM tb45 WHERE country = 969;","SELECT longitude, longitude FROM tb39 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb5 WHERE name = 184;","SELECT longitude, longitude FROM tb10 WHERE {column1} > 911 AND {column2} < {value};","SELECT AVG(country) FROM tb17 WHERE {column} > 349;","SELECT latitude, country FROM tb5 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, SUM(latitude) FROM tb13 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, COUNT(*) FROM tb21 GROUP BY {column1} HAVING COUNT(*) > 271;"
"SELECT COUNT(*) FROM tb20 WHERE longitude = 849;","SELECT latitude, COUNT(*) FROM tb11 GROUP BY {column1} HAVING COUNT(*) > 86;","SELECT latitude, country FROM tb15 WHERE {column1} > 979 AND {column2} < {value};","SELECT * FROM tb43 WHERE latitude = 788;","SELECT AVG(age) FROM tb21 WHERE {column} > 446;","SELECT COUNT(*) FROM tb1 WHERE name = 985;","SELECT * FROM tb39 WHERE longitude = 309;","SELECT COUNT(*) FROM tb24 WHERE latitude = 183;","SELECT age, country FROM tb44 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, latitude FROM tb13 WHERE {column1} > 322 AND {column2} < {value};"
"SELECT latitude, SUM(age) FROM tb38 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, MAX(name) FROM tb1 GROUP BY {column1};","SELECT * FROM tb31 WHERE country = 603;","SELECT name, SUM(latitude) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(longitude) FROM tb29 WHERE {column} > 233;","SELECT COUNT(*) FROM tb19 WHERE name = 681;","SELECT name, COUNT(*) FROM tb20 GROUP BY {column1} HAVING COUNT(*) > 173;","SELECT longitude, MAX(longitude) FROM tb33 GROUP BY {column1};","SELECT latitude, longitude FROM tb28 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, country FROM tb34 WHERE {column1} > 298 AND {column2} < {value};"
"SELECT age, latitude FROM tb49 WHERE {column1} > 317 AND {column2} < {value};","SELECT country, COUNT(*) FROM tb27 GROUP BY {column1} HAVING COUNT(*) > 630;","SELECT * FROM tb17 WHERE age = 634;","SELECT name, SUM(age) FROM tb33 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, longitude FROM tb43 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(country) FROM tb40 WHERE {column} > 721;","SELECT COUNT(*) FROM tb45 WHERE name = 899;","SELECT name, age FROM tb50 WHERE {column1} > 440 AND {column2} < {value};","SELECT COUNT(*) FROM tb37 WHERE country = 275;","SELECT COUNT(*) FROM tb49 WHERE latitude = 423;"
"SELECT country, name FROM tb3 WHERE {column1} > 157 AND {column2} < {value};","SELECT country, latitude FROM tb1 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, SUM(age) FROM tb26 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb11 WHERE country = 354;","SELECT latitude, country FROM tb30 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, COUNT(*) FROM tb42 GROUP BY {column1} HAVING COUNT(*) > 733;","SELECT * FROM tb13 WHERE latitude = 61;","SELECT longitude, name FROM tb10 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, SUM(age) FROM tb23 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb19 WHERE name = 16;"
"SELECT * FROM tb48 WHERE age = 272;","SELECT AVG(country) FROM tb21 WHERE {column} > 564;","SELECT AVG(latitude) FROM tb35 WHERE {column} > 985;","SELECT age, MAX(age) FROM tb2 GROUP BY {column1};","SELECT AVG(name) FROM tb39 WHERE {column} > 327;","SELECT country, SUM(country) FROM tb30 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(latitude) FROM tb34 WHERE {column} > 939;","SELECT longitude, name FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb44 WHERE age = 631;","SELECT name, longitude FROM tb11 WHERE {column1} > 561 AND {column2} < {value};"
"SELECT * FROM tb11 WHERE name = 782;","SELECT COUNT(*) FROM tb6 WHERE longitude = 700;","SELECT AVG(age) FROM tb3 WHERE {column} > 626;","SELECT name, COUNT(*) FROM tb2 GROUP BY {column1} HAVING COUNT(*) > 12;","SELECT name, name FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb8 WHERE age = 57;","SELECT age, name FROM tb12 WHERE {column1} > 861 AND {column2} < {value};","SELECT AVG(country) FROM tb36 WHERE {column} > 197;","SELECT AVG(latitude) FROM tb11 WHERE {column} > 713;","SELECT AVG(country) FROM tb17 WHERE {column} > 363;"
"SELECT longitude, name FROM tb44 WHERE {column1} > 193 AND {column2} < {value};","SELECT age, age FROM tb37 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, longitude FROM tb35 WHERE {column1} > 201 AND {column2} < {value};","SELECT AVG(longitude) FROM tb17 WHERE {column} > 930;","SELECT longitude, COUNT(*) FROM tb42 GROUP BY {column1} HAVING COUNT(*) > 322;","SELECT name, MAX(age) FROM tb6 GROUP BY {column1};","SELECT longitude, country FROM tb24 WHERE {column1} > 607 AND {column2} < {value};","SELECT * FROM tb16 WHERE latitude = 632;","SELECT AVG(name) FROM tb23 WHERE {column} > 785;","SELECT latitude, MAX(longitude) FROM tb45 GROUP BY {column1};"
"SELECT COUNT(*) FROM tb47 WHERE name = 922;","SELECT longitude, COUNT(*) FROM tb11 GROUP BY {column1} HAVING COUNT(*) > 224;","SELECT country, MAX(age) FROM tb46 GROUP BY {column1};","SELECT latitude, MAX(country) FROM tb39 GROUP BY {column1};","SELECT country, SUM(name) FROM tb10 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, MAX(name) FROM tb8 GROUP BY {column1};","SELECT AVG(age) FROM tb35 WHERE {column} > 958;","SELECT country, longitude FROM tb21 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, COUNT(*) FROM tb10 GROUP BY {column1} HAVING COUNT(*) > 268;","SELECT AVG(age) FROM tb22 WHERE {column} > 545;"
"SELECT AVG(age) FROM tb3 WHERE {column} > 672;","SELECT COUNT(*) FROM tb40 WHERE longitude = 19;","SELECT name, latitude FROM tb12 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb3 WHERE name = 228;","SELECT latitude, MAX(longitude) FROM tb31 GROUP BY {column1};","SELECT latitude, COUNT(*) FROM tb32 GROUP BY {column1} HAVING COUNT(*) > 10;","SELECT longitude, SUM(age) FROM tb23 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, country FROM tb2 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, age FROM tb29 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, SUM(age) FROM tb33 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT COUNT(*) FROM tb8 WHERE longitude = 11;","SELECT country, COUNT(*) FROM tb21 GROUP BY {column1} HAVING COUNT(*) > 57;","SELECT latitude, latitude FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(name) FROM tb23 WHERE {column} > 99;","SELECT name, MAX(longitude) FROM tb21 GROUP BY {column1};","SELECT latitude, age FROM tb17 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, MAX(name) FROM tb28 GROUP BY {column1};","SELECT country, latitude FROM tb34 WHERE {column1} > 524 AND {column2} < {value};","SELECT country, MAX(name) FROM tb6 GROUP BY {column1};","SELECT country, country FROM tb47 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT latitude, SUM(latitude) FROM tb3 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb37 WHERE latitude = 956;","SELECT age, SUM(longitude) FROM tb32 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(age) FROM tb33 WHERE {column} > 183;","SELECT * FROM tb29 WHERE country = 368;","SELECT COUNT(*) FROM tb1 WHERE latitude = 113;","SELECT AVG(name) FROM tb30 WHERE {column} > 365;","SELECT * FROM tb19 WHERE longitude = 785;","SELECT country, MAX(age) FROM tb45 GROUP BY {column1};","SELECT country, longitude FROM tb26 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT COUNT(*) FROM tb35 WHERE age = 932;","SELECT * FROM tb45 WHERE name = 791;","SELECT latitude, country FROM tb11 WHERE {column1} > 722 AND {column2} < {value};","SELECT age, latitude FROM tb38 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, MAX(longitude) FROM tb7 GROUP BY {column1};","SELECT COUNT(*) FROM tb13 WHERE name = 317;","SELECT country, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 610;","SELECT age, MAX(age) FROM tb20 GROUP BY {column1};","SELECT longitude, MAX(name) FROM tb31 GROUP BY {column1};","SELECT country, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 297;"
"SELECT name, country FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, MAX(age) FROM tb44 GROUP BY {column1};","SELECT longitude, MAX(country) FROM tb48 GROUP BY {column1};","SELECT longitude, SUM(latitude) FROM tb37 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb10 WHERE age = 967;","SELECT * FROM tb44 WHERE longitude = 390;","SELECT age, MAX(country) FROM tb38 GROUP BY {column1};","SELECT name, MAX(country) FROM tb7 GROUP BY {column1};","SELECT AVG(name) FROM tb9 WHERE {column} > 113;","SELECT longitude, SUM(latitude) FROM tb21 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT age, SUM(age) FROM tb25 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, name FROM tb20 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb3 WHERE name = 511;","SELECT name, country FROM tb50 WHERE {column1} > 456 AND {column2} < {value};","SELECT longitude, name FROM tb10 WHERE {column1} > 42 AND {column2} < {value};","SELECT * FROM tb31 WHERE longitude = 622;","SELECT longitude, MAX(latitude) FROM tb49 GROUP BY {column1};","SELECT name, MAX(longitude) FROM tb25 GROUP BY {column1};","SELECT country, SUM(country) FROM tb14 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, latitude FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT age, name FROM tb15 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, SUM(country) FROM tb4 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb11 GROUP BY {column1} HAVING COUNT(*) > 449;","SELECT * FROM tb30 WHERE name = 484;","SELECT COUNT(*) FROM tb4 WHERE age = 362;","SELECT latitude, name FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(country) FROM tb6 GROUP BY {column1};","SELECT latitude, COUNT(*) FROM tb16 GROUP BY {column1} HAVING COUNT(*) > 54;","SELECT name, longitude FROM tb26 WHERE {column1} > 526 AND {column2} < {value};","SELECT country, latitude FROM tb28 WHERE {column1} > 626 AND {column2} < {value};"
"SELECT age, COUNT(*) FROM tb38 GROUP BY {column1} HAVING COUNT(*) > 166;","SELECT country, COUNT(*) FROM tb26 GROUP BY {column1} HAVING COUNT(*) > 220;","SELECT name, MAX(age) FROM tb50 GROUP BY {column1};","SELECT latitude, MAX(latitude) FROM tb40 GROUP BY {column1};","SELECT AVG(longitude) FROM tb32 WHERE {column} > 872;","SELECT COUNT(*) FROM tb20 WHERE longitude = 833;","SELECT country, latitude FROM tb37 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, latitude FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, name FROM tb4 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, longitude FROM tb12 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT country, SUM(country) FROM tb24 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, COUNT(*) FROM tb44 GROUP BY {column1} HAVING COUNT(*) > 645;","SELECT COUNT(*) FROM tb29 WHERE age = 591;","SELECT AVG(latitude) FROM tb45 WHERE {column} > 390;","SELECT COUNT(*) FROM tb31 WHERE name = 835;","SELECT latitude, MAX(age) FROM tb30 GROUP BY {column1};","SELECT longitude, SUM(longitude) FROM tb19 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb26 WHERE latitude = 415;","SELECT latitude, COUNT(*) FROM tb1 GROUP BY {column1} HAVING COUNT(*) > 619;","SELECT * FROM tb2 WHERE age = 600;"
